,id,ratio,b_avg,b_per,r_avg,r_per,radius
0,1011872,0.6646482927209749,10.133777618408203,39.92725043646093,15.246827125549316,60.07274956353907,6
1,1011872,0.6646482927209749,10.133777618408203,39.92725043646093,15.246827125549316,60.07274956353907,6
2,1011872,0.6341390264659862,8.247262954711914,38.80569622263932,13.005449295043945,61.19430377736068,6
3,1011872,0.6904601399402557,5.805045127868652,40.84450875988463,8.407502174377441,59.15549124011537,6
4,1011872,0.7334937334519912,3.2887461185455322,42.31303057504275,4.483673095703125,57.68696942495725,6
5,1011872,0.5841910885052748,1.561253547668457,36.87630190222028,2.6725049018859863,63.12369809777972,6
6,249669,1.056606198348362,509.84912109375,51.37620411709888,482.53466796875,48.62379588290112,6
7,249669,1.056606198348362,509.84912109375,51.37620411709888,482.53466796875,48.62379588290112,6
8,249669,1.0621143798841473,447.59619140625,51.50608473734704,421.4199523925781,48.49391526265296,6
9,249669,0.8049964529272402,244.93316650390625,44.598229078054025,304.2661437988281,55.401770921945975,6
10,249669,0.6366439569824067,112.38821411132812,38.8993558596722,176.53228759765625,61.1006441403278,6
11,249669,0.45255083892950204,43.175819396972656,31.15559378720417,95.40545654296875,68.84440621279583,6
12,298256,0.5934603744811805,13.190057754516602,37.243497484172266,22.225675582885742,62.756502515827734,5
13,298256,0.5159890741244599,8.977803230285645,34.03646391201485,17.399211883544922,65.96353608798515,5
14,298256,0.43652989030556105,5.724383354187012,30.387804197565828,13.113382339477539,69.61219580243417,5
15,298256,0.5602299548810908,4.300843715667725,35.90688366983618,7.6769256591796875,64.09311633016382,5
16,298256,0.40740275594448094,1.5514638423919678,28.947133592265903,3.8081820011138916,71.0528664077341,5
17,301078,0.8200233148029278,17.765413284301758,45.055648910284425,21.664522171020508,54.944351089715575,5
18,301078,0.669764441568528,12.974509239196777,40.111313002891045,19.371749877929688,59.888686997108955,5
19,301078,0.5438572939144731,8.136529922485352,35.227173914210354,14.96078109741211,64.77282608578965,5
20,301078,0.3587715644942003,3.5720458030700684,26.404111910286566,9.956323623657227,73.59588808971343,5
21,301078,0.3209287300327801,1.907182216644287,24.295688536111708,5.942697048187256,75.70431146388829,5
22,316931,0.6509802730010138,52.71474075317383,39.429924369581734,80.97747802734375,60.570075630418266,6
23,316931,0.5408412780412968,34.265838623046875,35.10038871289905,63.35655212402344,64.89961128710095,6
24,316931,0.34501311517414807,15.234784126281738,25.65128259953635,44.1571159362793,74.34871740046364,6
25,316931,0.2596324686077615,7.187323570251465,20.611763754766216,27.68268394470215,79.38823624523378,6
26,316931,0.2304967117975449,3.8098909854888916,18.73200550538885,16.5290470123291,81.26799449461114,6
27,316931,0.20377012844597456,2.4875214099884033,16.927661156456402,12.207488059997559,83.0723388435436,6
28,317570,0.5616802061685316,14.885618209838867,35.966403617714604,26.50194549560547,64.0335963822854,5
29,317570,0.47300982266246594,9.716813087463379,32.11179011742776,20.542518615722656,67.88820988257224,5
30,317570,0.3963828788312011,6.074978828430176,28.386403531600237,15.326037406921387,71.61359646839976,5
31,317570,0.36029520127779957,4.089478492736816,26.486545048409685,11.35035514831543,73.51345495159032,5
32,317570,0.4436427150801893,3.415566921234131,30.730783347287318,7.69891357421875,69.26921665271269,5
33,317720,0.324403741866009,37.637813568115234,24.49432386901465,116.02151489257812,75.50567613098535,5
34,317720,0.324403741866009,37.637813568115234,24.49432386901465,116.02151489257812,75.50567613098535,5
35,317720,0.2920845045126014,30.596553802490234,22.60568124549881,104.75240325927734,77.39431875450119,5
36,317720,0.2570169442941399,21.43903923034668,20.446577547008655,83.41488647460938,79.55342245299134,5
37,317720,0.23206345894281546,14.178606033325195,18.835349531584995,61.09796905517578,81.164650468415,5
38,348345,0.840409429470432,70.32694244384766,45.664264484466116,83.6817626953125,54.335735515533884,4
39,348345,0.840409429470432,70.32694244384766,45.664264484466116,83.6817626953125,54.335735515533884,4
40,348345,0.7363426522425494,46.2289924621582,42.40768095465121,62.78190231323242,57.59231904534879,4
41,348345,0.5906263524136172,24.354185104370117,37.13168410151136,41.23450469970703,62.86831589848864,4
42,348646,0.31701076349292256,15.274480819702148,24.07047628465537,48.18284606933594,75.92952371534463,6
43,348646,0.31701076349292256,15.274480819702148,24.07047628465537,48.18284606933594,75.92952371534463,6
44,348646,0.28438779546374354,12.065058708190918,22.141894875376167,42.4246711730957,77.85810512462383,6
45,348646,0.2732464750575758,9.291874885559082,21.460611155056974,34.005470275878906,78.53938884494302,6
46,348646,0.2338393315100761,6.410462856292725,18.952170314094616,27.413963317871094,81.04782968590538,6
47,348646,0.2468564211315482,4.903680801391602,19.798303713872752,19.864505767822266,80.20169628612724,6
48,418640,0.3652417119078287,18.00796127319336,26.752897213888176,49.304229736328125,73.24710278611182,9
49,418640,0.3652417119078287,18.00796127319336,26.752897213888176,49.304229736328125,73.24710278611182,9
50,418640,0.3553599120028244,15.178171157836914,26.21885957049642,42.71210861206055,73.78114042950358,9
51,418640,0.3530625185740826,12.71209716796875,26.09358501380672,36.00522994995117,73.90641498619328,9
52,418640,0.3339914234185352,10.106351852416992,25.036999305635458,30.259315490722656,74.96300069436454,9
53,418640,0.3202789115387974,8.044755935668945,24.25842818056598,25.117969512939453,75.74157181943401,9
54,418640,0.29162002272247767,5.739320755004883,22.577849335890658,19.680818557739258,77.42215066410934,9
55,418640,0.2975654987555398,4.3146514892578125,22.93259947501123,14.499837875366211,77.06740052498877,9
56,418640,0.30850165591714296,2.9851560592651367,23.576711158298902,9.676304817199707,76.4232888417011,9
